Ward A.,-4,1473.3420735003722
Whittington A.,-1,1519.7607787520194
Ilhan M.,-27,1475.918126770352
Del Potro J. M.,1,1544.7955992064299
Napolitano S.,-1,1516.7940401753187
Lokoli L.,-3,1475.431911723124
Hamou M.,-3,1476.7073616550208
Bourgue M.,-2,1510.4094876658912
Dolgopolov A.,-3,1470.8396458519937
Silva F.F.,0,1519.0537604481049
Bellotti R.,-1,1500.0
Montanes A.,-27,1575.154865334628
Ahouda A.,-1,1505.3826608381694
Quinzi G.,0,1516.7575576570432
Gonzalez M.,-29,1414.3317617299224
El Amrani R.,-3,1488.3262692461653
Monaco J.,65,1669.1265612900638
Becker B.,-65,1462.3258746732201
Souza J.,-20,1410.7130099560181
Alawadhi O.,-1,1500.0
Luz O.,-1,1500.0
Cervantes I.,-14,1497.109424047785
Falla A.,-54,1535.1863623601187
Lapentti G.,-14,1428.248933875916
Velotti A.,-4,1465.875806378386
Tepavac M.,-1,1500.0
Gimeno-Traver D.,-63,1515.860634701999
Stepanek R.,87,1707.369181498477
Jasika O.,-1,1516.1153729171488
Mott B.,-1,1500.0
Melzer J.,30,1643.950871627966
Barton M.,0,1562.1624518616652
Sitak A.,-2,1481.235507422306
Tearney F.,-2,1489.9035612386601
Myneni S.,-2,1490.6765924292058
Mektic N.,-5,1459.9795833439832
Yuksel A.,-1,1500.0
De Loore J.,-1,1500.0
Berrer M.,-52,1487.9984273217751
Moriya H.,-5,1503.0929006332744
Sidorenko A.,-5,1478.7271620134995
Satral J.,-1,1506.4967914216886
Baker B.,-19,1512.2497475580474
Mcgee J.,-2,1490.2819893778924
Van Rijthoven T.,-1,1500.0
Hank T.,-2,1488.421526600441
Smith A.,-1,1500.0
Sijsling I.,-22,1495.479544381663
Gonzalez A.,-12,1408.33682865514
Munoz De La Nava D.,-6,1445.0257232973004
Mertl J.,0,1514.721523038255
Cacic N.,0,1519.9107955793102
Lopez-Perez E.,-1,1500.0
Ghem A.,-3,1479.8868250895455
Linzer M.,-2,1482.1133150594947
Kuznetsov Al.,-6,1454.7996559011747
Marti Y.,-3,1472.178913870381
Nikles J.,-1,1500.0
Volandri F.,-33,1477.707290343284
Zemlja G.,-8,1604.7097241006845
Wessels L.,0,1515.1862653005596
Soderlund C.,0,1516.0
Przysiezny M.,-26,1496.142242249353
Simonsson F.,-1,1500.0
Lindell C.,-5,1460.3208773862445
Arvidsson I.,-1,1500.0
Moeller M.,-1,1500.0
Olivetti A.,-2,1506.0734859062263
Roger-Vasselin E.,-33,1600.5851475836728
Willis M.,0,1516.2102253458424
Saville L.,-4,1469.361244266963
Kudryavtsev A.,-10,1442.1212259147674
Hernych J.,-36,1612.3054963512116
Martin F.,-2,1483.2463261189039
Choinski J.,-1,1500.0
Samper-Montana J.,-1,1500.0
Ungur A.,-20,1391.3846234115595
Ortega-Olmedo R.,-1,1500.0
Beck A.,-21,1455.8517027221917
Silva F.,-2,1490.8645977274543
Herbert P.H,0,1591.4032830862589
Ouahab L.,-4,1499.450032397154
Bautista R.,21,1878.4852977225187
Carreno-Busta P.,-13,1585.8769451244825
Sarkissian A.,-1,1510.6769011854863
Munoz-De La Nava D.,-10,1471.847670764972
Patino L.,-1,1500.0
Guez D.,-12,1433.8070084803148
Escobar G.,-2,1484.0
Lazov A.,-1,1500.0
Riba P.,-29,1411.8961260763708
Hewitt L.,296,1606.3375200701244
Pavic A.,-3,1485.9819541288855
Anderson O.,-1,1500.0
Devvarman S.,-12,1543.4915488751483
Zayid M. S.,-1,1500.0
Mitchell B.,-5,1458.8715990488395
Nieminen J.,28,1539.6359582560838
Kubot L.,-29,1549.6570776781377
Nedovyesov A.,-5,1463.375997936919
Niki T.,-1,1500.0
Golubev A.,-43,1501.14003748662
Shyla Y.,-1,1500.0
Fish M.,80,1753.637212541937
Shane R.,-1,1500.0
Peliwo F.,-1,1514.4118932286278
Bester P.,-5,1461.8338160818325
Matosevic M.,-31,1496.9646275455218
Reister J.,-11,1495.4081166738415
Teixeira M.,-4,1475.704240851121
Gomez A.,0,1524.462154068307
Demoliner M.,0,1515.8241599616445
Trinker B.,-1,1514.7237506088418
Trevisan M.,-1,1500.0
Androic T.,-2,1491.066894728578
Delic M.,-3,1475.7850224785784
Barrientos N.,-2,1481.7267968618364
Eriksson M.,-3,1468.1641371124815
Desein N.,-2,1487.5636481138574
Bossel A.,-2,1482.6312352425284
Gigounon G.,-1,1500.0
Mina G.,-2,1511.545044840725
Donati M.,0,1519.4804730086494
Machado R.,-24,1385.4171735719708
Vega Hernandez D.,-1,1500.0
Fischer M.,-17,1360.1522983350924
Dustov F.,-4,1466.7883614707296
Ledovskikh M.,-9,1439.0252777936994
Balleret B.,-4,1507.6495452534787
Idmbarek Y.,-2,1485.5680538501306
Hanescu V.,-36,1569.0941099331458
Garza D.,-4,1457.7978047602644
Molteni A.,-2,1498.2897767187715
Quigley E.,-1,1500.0
Huta Galung J.,-16,1413.6717156012717
Veic A.,-12,1456.922554183884
Puetz T.,-1,1500.0
Wang J.,-4,1509.0291735662988
Zhang Z.,-5,1516.8501255548447
Russell M.,-65,1531.7368340243372
Ali Mutawa J.M.,-2,1484.0
Prashanth V.,-1,1500.0
Williams R.,-9,1458.9673935511244
Llodra M.,-31,1668.5894219247289
Pospisil J.,-6,1469.8183022886446
Johansson J.,15,1682.7740123548163
Mecir M.,0,1519.3127621631654
Nedovyesov O.,-1,1500.0
Bogomolov A.,-26,1543.2986074612531
Bozoljac I.,-9,1453.5533574560611
Hajek J.,-41,1490.5899867007695
Langer N.,-1,1508.709769664711
Sekulic M.,-1,1500.0
Ramos A.,-9,1597.5707003621314
Gong M.X.,-4,1479.543011390567
Jeong S.Y.,-1,1500.0
Trongcharoenchaikul W.,-1,1500.0
Davydenko N.,147,1679.8888343868311
Elgin M.,-6,1485.690945549816
Biryukov M.,-2,1484.979693617343
Gicquel M.,-22,1436.7331257426283
Inglot D.,-2,1485.4514821100875
Blake J.,116,1593.003170318994
Rufin G.,-12,1546.0490913950632
Malisse X.,16,1574.3860412064419
Petzschner P.,-18,1583.8828035318702
Altamirano C.,-1,1500.0
Serra F.,-46,1487.9904306550666
Reynolds B.,-44,1464.1018149219221
Nielsen F.,-10,1389.924866658392
Bogaerts R.,-1,1500.0
Levine J.,-33,1501.153561615191
Topic J.,-1,1500.0
Westerhof B.,-1,1500.0
Crivoi V.,-17,1419.8919757552335
Guccione C.,-20,1517.6881484904159
Struvay E.,-1,1500.0
Korolev E.,-22,1520.1021047576276
Salamanca C.,-1,1500.0
Alund M.,-2,1546.541184881347
Amritraj P.,-9,1485.7154970569773
Kern R.,-3,1479.612523623572
Cipolla F.,-31,1467.6969772533078
Vinciguerra A.,-7,1509.7524855481763
Odesnik W.,-14,1586.273759660959
Rochus O.,-35,1534.916285536771
Reid M.,-1,1500.0
Andreev I.,4,1551.3974686293466
Knittel B.,-3,1495.59790749262
Bohli S.,-17,1403.1534617979412
Bopanna R.,-11,1453.6961666508582
Ghedin R.,-3,1473.508623420723
Baker J.,-13,1415.707556013847
Corrie E.,-1,1500.0
Starace P.,-41,1530.5064352064576
Marti J.,-9,1448.2078082293626
Lopez M.,-9,1472.667369999374
Olaso G.,-2,1494.228094243861
Granollers G.,-1,1500.0
Ginepri R.,-4,1558.9919896453405
Ramirez-Hidalgo R.,-58,1400.6392734453589
Ouanna J.,-8,1545.0825703186476
Rachidi Y.,-1,1500.0
Ziadi M.,-5,1449.5889237814515
Nalbandian D.,172,1768.177353284207
Phau B.,-58,1504.0425537846456
Reyes-Varela M.A.,-1,1500.0
Ramirez C.,-3,1473.3726120096517
Kunitsyn I.,-61,1416.1444156737737
Capdeville P.,-32,1414.3493875695078
Aguilar J.,-4,1472.6831931544987
Sweeting R.,-23,1593.3180700959322
De Voest R.,-14,1432.9673342700155
Mello R.,-35,1459.1368673650713
Brugues-Davi A.,-2,1493.5492728338124
Marcan D.,-2,1492.0908876337917
Naso G.,-8,1438.4553620356746
Veger F.,-1,1500.0
Massu N.,4,1457.0258564750181
Authom M.,-2,1483.9798705200967
Klec I.,-6,1441.1675845591776
Jones G.,-5,1469.3356879831872
King-Turner D.,-6,1446.9671604046546
Stebe C-M.,0,1519.9857884992105
Zayed M. S.,-1,1500.0
Ferrero J.C.,198,1679.8492290669699
Rosenholm P.,0,1527.7727684401953
Mertens Y.,-1,1496.456030391379
Udomchoke D.,-35,1341.0923700491896
Singh S.,-1,1500.0
Yani M.,-9,1456.7912610568253
Yang T.H.,-4,1476.6514274044487
Knowle J.,-21,1396.6589820107542
Davydenko P.,-1,1500.0
Deen Heshaam A.,-1,1500.0
Siriluethaiwattana P.,-2,1484.283504721769
Kumantsov A.,-2,1486.4824138140907
Reix C.,0,1516.6892443655802
Fidirko N.,-1,1500.0
Nedelko I.,-2,1486.6153490349998
Betov S.,-1,1500.0
Vasilevski A.,-1,1500.0
Roddick A.,381,1857.721874573818
Beck K.,-50,1400.2850150282454
Mcclune M.,0,1519.1890794540022
Oswald P.,-1,1500.5840399147708
Cervenak P.,1,1561.1574521951527
Meister N.,-1,1500.0
Bubka S.,-7,1511.2541429341559
Van Der Merwe I.,2,1547.475752051262
Gil F.,-17,1577.866655610257
Minar I.,-30,1492.5201079370102
Ryderstedt M.,-4,1502.4582696324028
Alves T.,-16,1433.1643033203784
Trusendi W.,-1,1500.0
Fraile G.,-7,1423.7003421031645
Schwank E.,-24,1538.8581745930376
Goodall J.,-10,1416.3257006891497
Chela J.I.,41,1524.2067237239764
Golding O.,-3,1466.2516412889115
Duclos P.L.,-2,1500.3184232630026
Devilder N.,-24,1449.8294381381927
Clement A.,0,1558.217941673991
Prodon E.,-18,1344.2965258885117
Dasnieres de Veigy J.,-4,1474.117236271086
Farah R.,-3,1518.2240118079978
Navarro-Pastor I.,-30,1475.1725695199084
Gomez-Herrera C.,-1,1500.0
Junqueira D.,-21,1426.2763039068714
Djokovic M.,-4,1459.0226037711514
Chvojka E.,-2,1493.2507504388027
Moraru G.,-2,1480.360856590899
Granollers-Pujol G.,-2,1489.143249700905
Lisnard J.R.,-27,1434.9193714016935
Ljubicic I.,122,1684.1189697626678
Gutierrez-Ferrol S.,0,1483.9475171460638
Gonzalez F.,138,1690.1143557643245
Delic A.,-26,1512.3292420192518
Gonzalez S.,-7,1446.5441359563297
Awadhy O.,-2,1490.6386469287154
Cabal J.S.,-1,1500.0
Del Bonis F.,-1,1546.4808272999237
Kendrick R.,-42,1448.7563886091286
Kutrovsky D.,1,1531.263693206478
Strode B.,-1,1500.0
Rochus C.,-94,1378.7917613981465
Lajola D.,-1,1500.0
Viola Mat.,-2,1491.2968769734525
Mesaros K.,-1,1500.0
Van D. Merwe I.,-1,1500.0
Kuznetsov A.,-14,1419.8833407946577
Gremelmayr D.,-23,1474.0342828455462
Vardhan V.,-2,1484.7110569865467
Lammer M.,-10,1483.631812277626
Muster T.,-3,1479.359929932255
Rieschick S.,-2,1481.1912863580592
Wachiramanowong K.,-3,1489.6561464009033
Rodrigues M.,0,1518.3473374556052
Renavand N.,0,1518.8338500887533
Dutra Da Silva R.,0,1515.6419484956377
Sorensen L.,-2,1492.2237121155563
Niland C.,-3,1475.6151244383832
Gensse A.,-2,1496.498240163516
Jouan R.,-3,1497.5821747652215
Luczak P.,-44,1445.9840790381054
Grigelis L.,-1,1500.0
Kosakowski D.,0,1515.9639056347162
Vagnozzi S.,-3,1509.8079995063506
Sadecky A.,-1,1511.474638906991
Simmonds P.,-3,1481.922888036841
Soderling R.,119,1989.0485226323324
Bogdanovic A.,-17,1420.3385423831546
Bloomfield R.,-8,1470.8627983097995
Decoud S.,0,1545.0680055356684
Dabul B.,-12,1471.1110244122162
Schuettler R.,-4,1521.0134045694085
Cox D.,-3,1464.7370350882925
Kirillov E.,-2,1491.022163821218
Slabinsky A.,-2,1484.4420485984454
Fleming C.,-2,1483.762047064848
Walter L.,-1,1500.0
Meffert D.,-3,1505.8766519956598
Schoorel T.,-4,1489.8276348811173
Peya A.,-27,1401.0685991073522
Daniel M.,-43,1385.5630589642333
Greul S.,-30,1550.625057842325
Granollers Pujol G.,-1,1500.0
Acasuso J.,3,1609.602596592807
Brzezicki J.P.,-11,1420.9764313481514
Galdon P.,-1,1500.0
Romboli F.,-1,1500.0
Borvanov R.,-1,1500.0
Zampieri C.,-1,1502.0838955909853
Wolmarans F.,-1,1501.4626924061256
Scholtz N.,-1,1500.0
Schukin Y.,-8,1532.474374061591
Rios F.,-1,1500.0
Hocevar R.,-5,1450.0589877061434
Koubek S.,-42,1552.8182270102898
Klaasen R.,0,1518.575631281438
Galvani S.,-19,1434.7687796471982
Ball C.,-4,1537.715045889107
Stadler S.,-4,1528.9351441075842
Crugnola M.,-3,1487.0982680830575
Sabry S.,-1,1500.0
